DATASET_COLORSTRIP
SEPARATOR SPACE
DATASET_LABEL host
COLOR #FC8D62
COLOR_BRANCHES 0
DATA
NC_026433.1|H1N1|USA|Homo_sapiens|2009-04-09 #FF000D Homo_sapiens
NC_026425.1|H7N9|China|Homo_sapiens|2013-03-05 #FF000D Homo_sapiens
MH169357.1|H7N7|South_Korea|Anatidae|2016-11-23 #A5DCC2 Anatidae
MG770144.1|H1N1|South_Korea|Aves|2016-11-07 #BDE5BE Aves
MG770152.1|H1N1|South_Korea|Aves|2016-11-07 #BDE5BE Aves
MG770160.1|H1N1|South_Korea|Aves|2016-11-07 #BDE5BE Aves
MG770176.1|H1N1|South_Korea|Aves|2016-11-07 #BDE5BE Aves
MF673163.1|H3N2|China|Homo_sapiens|2017-08-07 #FF000D Homo_sapiens
MG386182.1|H3N3|South_Korea|Aves|2016-11-03 #BDE5BE Aves
KX703019.1|H11N9|South_Korea|Anatidae|2016-01-21 #A5DCC2 Anatidae
MF973225.1|H5N8|Zimbabwe|Gallus_gallus|2017-05-25 #D5EEBA Gallus_gallus
KJ907495.1|H3N1|China|Sibirionetta_formosa|2012-05-15 #EDF8B6 Sibirionetta_formosa
KJ907503.1|H3N2|China|Sibirionetta_formosa|2013-11-01 #EDF8B6 Sibirionetta_formosa
KJ907511.1|H3N2|China|Sibirionetta_formosa|2013-11-01 #EDF8B6 Sibirionetta_formosa
KJ907519.1|H3N3|China|Numenius_arquata|2013-04-01 #FBFBB5 Numenius_arquata
KJ907527.1|H3N6|China|Numenius_arquata|2013-04-01 #FBFBB5 Numenius_arquata
KJ907535.1|H3N6|China|Numenius_arquata|2013-04-01 #FBFBB5 Numenius_arquata
KJ907543.1|H3N8|China|Sibirionetta_formosa|2013-11-01 #EDF8B6 Sibirionetta_formosa
KJ907551.1|H3N8|China|Sibirionetta_formosa|2012-05-01 #EDF8B6 Sibirionetta_formosa
KJ907559.1|H4N6|China|Anatidae|2011-12-01 #A5DCC2 Anatidae
KJ907567.1|H4N6|China|Anatidae|2011-12-01 #A5DCC2 Anatidae
KJ907575.1|H4N8|China|Anser_anser|2013-09-01 #EDECBD Anser_anser
KJ907583.1|H4N8|China|Anser_anser|2013-09-01 #EDECBD Anser_anser
KJ907591.1|H4N8|China|Anser_anser|2013-09-01 #EDECBD Anser_anser
KJ907607.1|H5N1|China|Gallus_gallus|2013-04-01 #D5EEBA Gallus_gallus
KJ907615.1|H5N1|China|Gallus_gallus|2013-05-01 #D5EEBA Gallus_gallus
KJ907623.1|H5N1|China|Parus_major|2013-10-01 #DFDDC5 Parus_major
KJ907631.1|H5N1|China|Anatidae|2013-04-01 #A5DCC2 Anatidae
KJ907639.1|H5N1|China|Anas_platyrhynchos|2013-08-01 #D2CFCE Anas_platyrhynchos
KJ907655.1|H6N1|China|Anas_crecca|2013-12-01 #C4C0D6 Anas_crecca
KJ907663.1|H6N1|China|Anas_crecca|2013-12-01 #C4C0D6 Anas_crecca
KJ907671.1|H6N2|China|Anas_crecca|2013-12-01 #C4C0D6 Anas_crecca
KJ907679.1|H6N2|China|Anas_platyrhynchos|2013-10-01 #D2CFCE Anas_platyrhynchos
KJ907687.1|H9N2|China|Anatidae|2012-07-01 #A5DCC2 Anatidae
KJ907695.1|H9N2|China|Otis_tarda|2012-04-01 #C5B3CD Otis_tarda
KJ907703.1|H9N2|China|Gallus_gallus|2013-10-01 #D5EEBA Gallus_gallus
KJ907711.1|H13N6|China|Anas_platyrhynchos|2013-10-01 #D2CFCE Anas_platyrhynchos
KJ907719.1|H6N1|China|Anas_crecca|2013-12-01 #C4C0D6 Anas_crecca
KJ907727.1|H3N2|China|Sibirionetta_formosa|2013-11-01 #EDF8B6 Sibirionetta_formosa
MG572473.1|H7N9|China|Homo_sapiens|2017-02-13 #FF000D Homo_sapiens
MG572481.1|H7N9|China|Homo_sapiens|2017-03-19 #FF000D Homo_sapiens
MG572489.1|H7N9|China|Homo_sapiens|2017-04-20 #FF000D Homo_sapiens
MK028594.1|H4N6|China|Anas_platyrhynchos|2011-03-10 #D2CFCE Anas_platyrhynchos
MF455308.1|H7N9|China|Homo_sapiens|2017-01 #FF000D Homo_sapiens
MF455316.1|H7N9|China|Homo_sapiens|2017-03 #FF000D Homo_sapiens
MG198920.1|H3N2|China|Homo_sapiens|2017-07-15 #FF000D Homo_sapiens
MG572188.1|H1N1|Brazil|Sus_scrofa|2014-06 #D1A7B7 Sus_scrofa
MF987893.1|H7N1|South_Korea|Aves|2015-11-27 #BDE5BE Aves
KP179322.1|H6N2|Mexico|Anas_platyrhynchos|2007-11-04 #D2CFCE Anas_platyrhynchos
KR010395.1|H4N6|China|Anas_platyrhynchos|2014-04-18 #D2CFCE Anas_platyrhynchos
KR010403.1|H4N6|China|Anas_platyrhynchos|2014-09-04 #D2CFCE Anas_platyrhynchos
KR010411.1|H5N1|China|Anatidae|2014-10-26 #A5DCC2 Anatidae
KR010419.1|H9N2|China|Anas_crecca|2014-04-21 #C4C0D6 Anas_crecca
KR010427.1|H9N7|China|Himantopus_himantopus|2014-10-07 #DE9AA2 Himantopus_himantopus
