DATASET_COLORSTRIP
SEPARATOR SPACE
DATASET_LABEL country
COLOR #66C2A5
COLOR_BRANCHES 0
DATA
NC_026434.1|H1N1|USA|Homo_sapiens|2009-04-09 #8DD3C7 USA
NC_026429.1|H7N9|China|Homo_sapiens|2013-03-05 #B5E2BF China
MH169355.1|H7N7|South_Korea|Anatidae|2016-11-23 #DDF2B8 South_Korea
MG770146.1|H1N1|South_Korea|Aves|2016-11-07 #DDF2B8 South_Korea
MG770154.1|H1N1|South_Korea|Aves|2016-11-07 #DDF2B8 South_Korea
MG770162.1|H1N1|South_Korea|Aves|2016-11-07 #DDF2B8 South_Korea
MG770178.1|H1N1|South_Korea|Aves|2016-11-07 #DDF2B8 South_Korea
MF673167.1|H3N2|China|Homo_sapiens|2017-08-07 #B5E2BF China
MG386184.1|H3N3|South_Korea|Aves|2016-11-03 #DDF2B8 South_Korea
KX703021.1|H11N9|South_Korea|Anatidae|2016-01-21 #DDF2B8 South_Korea
MF973227.1|H5N8|Zimbabwe|Gallus_gallus|2017-05-25 #FAFAB5 Zimbabwe
KJ907497.1|H3N1|China|Sibirionetta_formosa|2012-05-05 #B5E2BF China
KJ907505.1|H3N2|China|Sibirionetta_formosa|2013-11-01 #B5E2BF China
KJ907513.1|H3N2|China|Sibirionetta_formosa|2013-11-01 #B5E2BF China
KJ907521.1|H3N3|China|Numenius_arquata|2013-04-01 #B5E2BF China
KJ907529.1|H3N6|China|Numenius_arquata|2013-04-01 #B5E2BF China
KJ907537.1|H3N6|China|Numenius_arquata|2013-04-01 #B5E2BF China
KJ907545.1|H3N8|China|Sibirionetta_formosa|2013-11-01 #B5E2BF China
KJ907553.1|H3N8|China|Sibirionetta_formosa|2012-05-01 #B5E2BF China
KJ907561.1|H4N6|China|Anatidae|2011-12-01 #B5E2BF China
KJ907569.1|H4N6|China|Anatidae|2011-12-01 #B5E2BF China
KJ907577.1|H4N8|China|Anser_anser|2013-09-01 #B5E2BF China
KJ907585.1|H4N8|China|Anser_anser|2013-09-01 #B5E2BF China
KJ907593.1|H4N8|China|Anser_anser|2013-09-01 #B5E2BF China
KJ907609.1|H5N1|China|Gallus_gallus|2013-04-01 #B5E2BF China
KJ907617.1|H5N1|China|Gallus_gallus|2013-05-01 #B5E2BF China
KJ907625.1|H5N1|China|Parus_major|2013-10-01 #B5E2BF China
KJ907633.1|H5N1|China|Anatidae|2013-04-01 #B5E2BF China
KJ907641.1|H5N1|China|Anas_platyrhynchos|2013-08-01 #B5E2BF China
KJ907657.1|H6N1|China|Anas_crecca|2013-12-01 #B5E2BF China
KJ907665.1|H6N1|China|Anas_crecca|2013-12-01 #B5E2BF China
KJ907673.1|H6N2|China|Anas_crecca|2013-12-01 #B5E2BF China
KJ907681.1|H6N2|China|Anas_platyrhynchos|2013-10-01 #B5E2BF China
KJ907689.1|H9N2|China|Anatidae|2012-07-01 #B5E2BF China
KJ907697.1|H9N2|China|Otis_tarda|2012-04-01 #B5E2BF China
KJ907705.1|H9N2|China|Gallus_gallus|2013-10-01 #B5E2BF China
KJ907713.1|H13N6|China|Anas_platyrhynchos|2013-10-01 #B5E2BF China
KJ907721.1|H6N1|China|Anas_crecca|2013-12-01 #B5E2BF China
KJ907729.1|H3N2|China|Sibirionetta_formosa|2013-11-01 #B5E2BF China
MG572475.1|H7N9|China|Homo_sapiens|2017-02-13 #B5E2BF China
MG572483.1|H7N9|China|Homo_sapiens|2017-03-19 #B5E2BF China
MG572490.1|H7N9|China|Homo_sapiens|2017-04-20 #B5E2BF China
MK028596.1|H4N6|China|Anas_platyrhynchos|2011-03-10 #B5E2BF China
MF455310.1|H7N9|China|Homo_sapiens|2017-01 #B5E2BF China
MF455318.1|H7N9|China|Homo_sapiens|2017-03 #B5E2BF China
MG198922.1|H3N2|China|Homo_sapiens|2017-07-15 #B5E2BF China
MG572190.1|H1N1|Brazil|Sus_scrofa|2014-06 #E3E2C3 Brazil
MF987895.1|H7N1|South_Korea|Aves|2015-11-27 #DDF2B8 South_Korea
KP179324.1|H6N2|Mexico|Anas_platyrhynchos|2007-11-04 #CCC9D1 Mexico
KR010397.1|H4N6|China|Anas_platyrhynchos|2014-04-18 #B5E2BF China
KR010405.1|H4N6|China|Anas_platyrhynchos|2014-09-04 #B5E2BF China
KR010413.1|H5N1|China|Anatidae|2014-10-26 #B5E2BF China
KR010421.1|H9N2|China|Anas_crecca|2014-04-21 #B5E2BF China
KR010429.1|H9N7|China|Himantopus_himantopus|2014-10-07 #B5E2BF China
KR010437.1|H13N6|China|Numenius_arquata|2014-10-18 #B5E2BF China
KR010445.1|H13N8|China|Numenius_arquata|2014-10-18 #B5E2BF China
KJ781220.1|H6N6|China|Anatidae|2010 #B5E2BF China
MH018679.1|H9N2|China|Gallus_gallus|2017-10 #B5E2BF China
MF461182.1|H13N2|China|Larus_crassirostris|2016-12-28 #B5E2BF China
